,site,scientificnameaccepted,quarter,yearcollected,Count (Dmnless)
3314,site_55.0_14.08,Electra crustulenta,4,2002,1
3315,site_55.0_14.08,Electra crustulenta,4,2003,1
3316,site_55.0_14.08,Eteone longa,4,2003,3
3317,site_55.0_14.08,Eucratea loricata,4,2001,1
3318,site_55.0_14.08,Eucratea loricata,4,2003,1
3319,site_55.0_14.08,Eulalia bilineata,4,2003,3
3320,site_55.0_14.08,Halcampa duodecimcirrata,2,1983,3
3321,site_55.0_14.08,Halicryptus spinulosus,2,1982,6
3322,site_55.0_14.08,Halicryptus spinulosus,2,1984,5
3323,site_55.0_14.08,Halicryptus spinulosus,4,1986,3
3324,site_55.0_14.08,Halicryptus spinulosus,4,1991,13
3325,site_55.0_14.08,Halicryptus spinulosus,4,1994,6
3326,site_55.0_14.08,Halicryptus spinulosus,4,1997,4
3327,site_55.0_14.08,Halicryptus spinulosus,4,1998,13
3328,site_55.0_14.08,Halicryptus spinulosus,4,2000,6
3329,site_55.0_14.08,Halicryptus spinulosus,4,2001,2
3330,site_55.0_14.08,Halicryptus spinulosus,4,2002,3
3331,site_55.0_14.08,Halicryptus spinulosus,4,2003,1
3332,site_55.0_14.08,Halicryptus spinulosus,4,2004,3
3333,site_55.0_14.08,Heteromastus filiformis,2,1980,18
3334,site_55.0_14.08,Heteromastus filiformis,2,1983,3
3335,site_55.0_14.08,Heteromastus filiformis,2,1984,5
3336,site_55.0_14.08,Heteromastus filiformis,3,1980,38
3337,site_55.0_14.08,Heteromastus filiformis,4,1986,9
3338,site_55.0_14.08,Heteromastus filiformis,4,1987,3
3339,site_55.0_14.08,Heteromastus filiformis,4,1994,16
3340,site_55.0_14.08,Heteromastus filiformis,4,1997,4
3341,site_55.0_14.08,Heteromastus filiformis,4,1998,3
3342,site_55.0_14.08,Heteromastus filiformis,4,2000,9
3343,site_55.0_14.08,Heteromastus filiformis,4,2001,5
3344,site_55.0_14.08,Heteromastus filiformis,4,2002,16
3345,site_55.0_14.08,Heteromastus filiformis,4,2003,3
3346,site_55.0_14.08,Hydrobia ulvae,4,1993,19
3347,site_55.0_14.08,Hydrobia ulvae,4,1998,3
3348,site_55.0_14.08,Lagis koreni,4,2002,1
3349,site_55.0_14.08,Levinsenia gracilis,2,1980,9
3350,site_55.0_14.08,Levinsenia gracilis,3,1980,53
3351,site_55.0_14.08,Macoma balthica,2,1980,62
3352,site_55.0_14.08,Macoma balthica,2,1981,76
3353,site_55.0_14.08,Macoma balthica,2,1982,20
3354,site_55.0_14.08,Macoma balthica,2,1983,6
3355,site_55.0_14.08,Macoma balthica,3,1980,100
3356,site_55.0_14.08,Macoma balthica,4,1987,15
3357,site_55.0_14.08,Macoma balthica,4,1989,3
3358,site_55.0_14.08,Macoma balthica,4,1990,6
3359,site_55.0_14.08,Macoma balthica,4,1991,31
3360,site_55.0_14.08,Macoma balthica,4,1993,6
3361,site_55.0_14.08,Macoma balthica,4,1995,3
3362,site_55.0_14.08,Macoma balthica,4,1997,11
3363,site_55.0_14.08,Macoma balthica,4,1998,19
3364,site_55.0_14.08,Macoma balthica,4,2000,3
3365,site_55.0_14.08,Macoma balthica,4,2001,28
3366,site_55.0_14.08,Macoma balthica,4,2002,28
3367,site_55.0_14.08,Macoma balthica,4,2003,57
3368,site_55.0_14.08,Macoma balthica,4,2004,38
3369,site_55.0_14.08,Musculus discors,4,2003,1
3370,site_55.0_14.08,Mysella bidentata,4,1990,3
3371,site_55.0_14.08,Mysis mixta,2,1982,3
3372,site_55.0_14.08,Mysis mixta,4,1995,9
3373,site_55.0_14.08,Mysis mixta,4,1998,1
3374,site_55.0_14.08,Mytilus edulis,2,1982,6
3375,site_55.0_14.08,Mytilus edulis,4,1997,2
3376,site_55.0_14.08,Mytilus edulis,4,1998,1
3377,site_55.0_14.08,Mytilus edulis,4,2001,1
3378,site_55.0_14.08,Mytilus edulis,4,2002,6
3379,site_55.0_14.08,Mytilus edulis,4,2003,1
3380,site_55.0_14.08,Mytilus edulis,4,2004,1
3381,site_55.0_14.08,Neomysis integer,4,1987,3
3382,site_55.0_14.08,Neomysis integer,4,1990,3
3383,site_55.0_14.08,Neomysis integer,4,2002,6
3384,site_55.0_14.08,Neomysis integer,4,2004,1
3385,site_55.0_14.08,Nephtys,2,1981,6
3386,site_55.0_14.08,Nephtys,3,1980,6
3387,site_55.0_14.08,Nephtys ciliata,4,1998,1
3388,site_55.0_14.08,Nephtys ciliata,4,2004,25
3389,site_55.0_14.08,Nephtys hombergii,4,1998,1
3390,site_55.0_14.08,Nephtys hombergii,4,2001,2
3391,site_55.0_14.08,Nephtys hombergii,4,2002,6
3392,site_55.0_14.08,Nephtys hombergii,4,2003,3
3393,site_55.0_14.08,Nephtys hombergii,4,2004,16
3394,site_55.0_14.08,Oligochaeta,4,1995,3
3395,site_55.0_14.08,Phyllodoce (Anaitides) mucosa,4,1997,2
3396,site_55.0_14.08,Phyllodoce (Anaitides) mucosa,4,2003,6
3397,site_55.0_14.08,Polydora,4,1993,13
3398,site_55.0_14.08,Polydora (Polydora) quadrilobata,4,1997,4
3399,site_55.0_14.08,Polydora (Polydora) quadrilobata,4,1998,31
3400,site_55.0_14.08,Polydora (Polydora) quadrilobata,4,2000,9
3401,site_55.0_14.08,Polydora (Polydora) quadrilobata,4,2001,5
3402,site_55.0_14.08,Polydora (Polydora) quadrilobata,4,2002,82
3403,site_55.0_14.08,Polydora (Polydora) quadrilobata,4,2003,60
3404,site_55.0_14.08,Polydora ciliata,2,1981,9
3405,site_55.0_14.08,Polydora ciliata,4,1990,3
3406,site_55.0_14.08,Polydora ciliata,4,1994,6
3407,site_55.0_14.08,Pontoporeia femorata,2,1980,26
3408,site_55.0_14.08,Pontoporeia femorata,2,1982,12
3409,site_55.0_14.08,Pontoporeia femorata,3,1980,12
3410,site_55.0_14.08,Pontoporeia femorata,4,1987,3
3411,site_55.0_14.08,Pontoporeia femorata,4,1997,42
3412,site_55.0_14.08,Pontoporeia femorata,4,1998,82
3413,site_55.0_14.08,Pontoporeia femorata,4,2001,5
3414,site_55.0_14.08,Pontoporeia femorata,4,2002,9
3415,site_55.0_14.08,Pontoporeia femorata,4,2003,35
3416,site_55.0_14.08,Pontoporeia femorata,4,2004,16
3417,site_55.0_14.08,Priapulus caudatus,4,1991,3
3418,site_55.0_14.08,Priapulus caudatus,4,1997,17
3419,site_55.0_14.08,Priapulus caudatus,4,2002,9
3420,site_55.0_14.08,Priapulus caudatus,4,2003,6
3421,site_55.0_14.08,Priapulus caudatus,4,2004,1
3422,site_55.0_14.08,Scoloplos armiger,2,1980,141
3423,site_55.0_14.08,Scoloplos armiger,2,1981,100
3424,site_55.0_14.08,Scoloplos armiger,2,1982,12
3425,site_55.0_14.08,Scoloplos armiger,2,1983,12
3426,site_55.0_14.08,Scoloplos armiger,3,1980,56
3427,site_55.0_14.08,Scoloplos armiger,4,1989,6
3428,site_55.0_14.08,Scoloplos armiger,4,1990,103
3429,site_55.0_14.08,Scoloplos armiger,4,1991,940
3430,site_55.0_14.08,Scoloplos armiger,4,1993,516
3431,site_55.0_14.08,Scoloplos armiger,4,1997,109
3432,site_55.0_14.08,Scoloplos armiger,4,1998,157
3433,site_55.0_14.08,Scoloplos armiger,4,2000,3
3434,site_55.0_14.08,Scoloplos armiger,4,2001,50
3435,site_55.0_14.08,Scoloplos armiger,4,2002,381
3436,site_55.0_14.08,Scoloplos armiger,4,2003,204
3437,site_55.0_14.08,Terebellides stroemii,2,1980,97
3438,site_55.0_14.08,Terebellides stroemii,2,1981,47
3439,site_55.0_14.08,Terebellides stroemii,2,1982,6
3440,site_55.0_14.08,Terebellides stroemii,3,1980,26
3441,site_55.0_14.08,Terebellides stroemii,4,2001,1
3442,site_55.0_14.08,Terebellides stroemii,4,2003,3
3443,site_55.0_14.08,Terebellides stroemii,4,2004,3
3444,site_55.0_14.08,Trochochaeta multisetosa,4,1986,3
3445,site_55.0_14.08,Trochochaeta multisetosa,4,1987,3
3446,site_55.0_14.08,Trochochaeta multisetosa,4,1993,9
3447,site_55.0_14.08,Trochochaeta multisetosa,4,1997,11
3448,site_55.0_14.08,Trochochaeta multisetosa,4,1998,1
3449,site_55.0_14.08,Trochochaeta multisetosa,4,2001,5
3450,site_55.0_14.08,Trochochaeta multisetosa,4,2003,25
3451,site_55.0_14.08,Trochochaeta multisetosa,4,2004,3
3452,site_55.0_14.08,Turbellaria,4,1997,2
3453,site_55.25_14.51,Alcyonidium polyoum,4,2004,1
3454,site_55.25_14.51,Ampharete baltica,4,2004,1
3455,site_55.25_14.51,Astarte borealis,4,2004,1
3456,site_55.25_14.51,Astarte elliptica,4,2004,1
3457,site_55.25_14.51,Astarte montagui,4,2004,1
3458,site_55.25_14.51,Balanus crenatus,4,2004,1
3459,site_55.25_14.51,Bylgides sarsi,4,2004,1
3460,site_55.25_14.51,Chaetozone setosa,4,2004,1
3461,site_55.25_14.51,Clava multicornis,4,2004,1
3462,site_55.25_14.51,Corophium crassicorne,4,2004,1
3463,site_55.25_14.51,Crangon crangon,4,2004,1
3464,site_55.25_14.51,Diastylis rathkei,4,2004,1
3465,site_55.25_14.51,Dyopedos monacantha,4,2004,1
3466,site_55.25_14.51,Electra crustulenta,4,2004,1
3467,site_55.25_14.51,Fabriciola baltica,4,2004,1
3468,site_55.25_14.51,Halacaridae,4,2004,1
3469,site_55.25_14.51,Halitholus yoldiaarcticae,4,2004,1
3470,site_55.25_14.51,Lamellidoris muricata,4,2004,1
3471,site_55.25_14.51,Lineus ruber,4,2004,1
3472,site_55.25_14.51,Macoma balthica,4,2004,1
3473,site_55.25_14.51,Metridium senile,4,2004,1
3474,site_55.25_14.51,Mytilus edulis,4,2004,1
3475,site_55.25_14.51,Nemertina,4,2004,1
3476,site_55.25_14.51,Neoamphitrite figulus,4,2004,1
3477,site_55.25_14.51,Neomysis integer,4,2004,1
3478,site_55.25_14.51,Nereimyra punctata,4,2004,1
3479,site_55.25_14.51,Nicolea zostericola,4,2004,1
3480,site_55.25_14.51,Nymphon brevirostre,4,2004,1
3481,site_55.25_14.51,Onoba semicostata,4,2004,1
3482,site_55.25_14.51,Pholoe assimilis,4,2004,1
3483,site_55.25_14.51,Phyllodoce (Anaitides) mucosa,4,2004,1
3484,site_55.25_14.51,Polycirrus medusa,4,2004,1
3485,site_55.25_14.51,Praunus flexuosus,4,2004,1
3486,site_55.25_14.51,Priapulus caudatus,4,2004,1
3487,site_55.25_14.51,Scoloplos armiger,4,2004,1
3488,site_55.25_14.51,Terebellides stroemii,4,2004,1
3489,site_55.25_15.98,Ampharete acutifrons,4,1998,3
3490,site_55.25_15.98,Bylgides sarsi,2,1983,9
3491,site_55.25_15.98,Bylgides sarsi,3,1980,18
3492,site_55.25_15.98,Bylgides sarsi,4,1993,31
3493,site_55.25_15.98,Bylgides sarsi,4,1994,22
3494,site_55.25_15.98,Bylgides sarsi,4,2003,58
3495,site_55.25_15.98,Capitella capitata,2,1983,29
3496,site_55.25_15.98,Capitella capitata,4,2003,7
3497,site_55.25_15.98,Corophium volutator,4,1993,22
3498,site_55.25_15.98,Diastylis rathkei,4,1998,3
3499,site_55.25_15.98,Eucratea loricata,4,2003,1
3500,site_55.25_15.98,Gammarus salinus,4,1993,6
3501,site_55.25_15.98,Hydrobia ulvae,4,1993,107
3502,site_55.25_15.98,Hydrobia ulvae,4,1997,2
3503,site_55.25_15.98,Macoma balthica,4,1997,4
3504,site_55.25_15.98,Marenzelleria neglecta,4,1993,9
3505,site_55.25_15.98,Mya arenaria,4,1993,3
3506,site_55.25_15.98,Mytilus edulis,4,1993,6
3507,site_55.25_15.98,Mytilus edulis,4,2003,1
3508,site_55.25_15.98,Nephtys hombergii,4,2004,3
3509,site_55.25_15.98,Oligochaeta,4,1993,6
3510,site_55.25_15.98,Pygospio elegans,4,1993,3
3511,site_55.25_15.98,Pygospio elegans,4,1998,6
3512,site_55.25_15.98,Scoloplos armiger,2,1981,38
3513,site_55.25_15.98,Scoloplos armiger,4,1993,60
3514,site_55.25_15.98,Scoloplos armiger,4,1994,431
3515,site_55.25_15.98,Streblospio dekhuyzeni,4,1993,3
3516,site_55.25_15.98,Terebellides stroemii,4,2003,44
3517,site_55.25_15.98,Trochochaeta multisetosa,2,1981,6
3518,site_55.25_15.98,Trochochaeta multisetosa,4,1994,13
3519,site_55.25_15.98,Trochochaeta multisetosa,4,2003,41
3520,site_55.55_18.4,Bylgides sarsi,2,1981,6
3521,site_55.55_18.4,Bylgides sarsi,2,1983,21
3522,site_55.55_18.4,Bylgides sarsi,3,1980,35
3523,site_55.55_18.4,Bylgides sarsi,4,1988,35
3524,site_55.55_18.4,Diastylis rathkei,2,1983,3
3525,site_55.55_18.4,Diastylis rathkei,3,1980,6
3526,site_55.55_18.4,Diastylis rathkei,4,1988,3
3527,site_55.55_18.4,Macoma balthica,3,1980,3
3528,site_55.55_18.4,Macoma balthica,4,1988,9
3529,site_55.55_18.4,Mysis mixta,4,1988,3
3530,site_55.55_18.4,Mytilus edulis,3,1980,3
3531,site_55.55_18.4,Mytilus edulis,4,1988,3
3532,site_55.55_18.4,Pontoporeia femorata,4,1988,44
3533,site_55.55_18.4,Priapulus caudatus,3,1980,6
3534,site_55.55_18.4,Scoloplos armiger,2,1981,59
3535,site_55.55_18.4,Scoloplos armiger,3,1980,170
3536,site_55.55_18.4,Scoloplos armiger,4,1988,6
3537,site_59.58_23.3,Halicryptus spinulosus,2,1983,5
3538,site_59.58_23.3,Macoma balthica,2,1983,14
3539,site_59.58_23.3,Monoporeia affinis,2,1983,9
3540,site_59.58_23.3,Pontoporeia femorata,2,1983,5
3541,site_59.92_25.6,Bylgides sarsi,2,1983,9
3542,site_59.92_25.6,Gastrosaccus spinifer,2,1983,47
3543,site_59.92_25.6,Monoporeia affinis,2,1983,3
