,site,MMDDYYY,scientificnameaccepted,Count (Dmnless)
3151,site_54.73_12.79,10-27-2001,Scoloplos armiger,374
3152,site_54.73_12.79,10-18-2002,Scoloplos armiger,24
3153,site_54.73_12.79,10-15-2003,Scoloplos armiger,173
3154,site_54.73_12.79,10-31-2004,Scoloplos armiger,187
3155,site_54.73_12.79,5-16-1983,Spio filicornis,3
3156,site_54.73_12.79,10-25-1986,Spio filicornis,163
3157,site_54.73_12.79,10-25-1997,Spio goniocephala,432
3158,site_54.73_12.79,10-31-1998,Spio goniocephala,61
3159,site_54.73_12.79,9-17-1999,Spio goniocephala,24
3160,site_54.73_12.79,10-27-2000,Spio goniocephala,17
3161,site_54.73_12.79,10-27-2001,Spio goniocephala,136
3162,site_54.73_12.79,10-18-2002,Spio goniocephala,34
3163,site_54.73_12.79,10-15-2003,Spio goniocephala,75
3164,site_54.73_12.79,10-31-2004,Spio goniocephala,48
3165,site_54.73_12.79,10-29-1993,Streptosyllis websteri,2
3166,site_54.73_12.79,9-17-1999,Terebellides stroemii,3
3167,site_54.73_12.79,8-3-1980,Travisia forbesii,50
3168,site_54.73_12.79,5-7-1981,Travisia forbesii,32
3169,site_54.73_12.79,10-27-2000,Travisia forbesii,3
3170,site_54.73_12.79,10-27-2001,Travisia forbesii,37
3171,site_54.73_12.79,10-18-2002,Travisia forbesii,71
3172,site_54.73_12.79,10-15-2003,Travisia forbesii,58
3173,site_54.73_12.79,10-31-2004,Travisia forbesii,58
3174,site_54.73_12.79,10-31-1998,Tubifex costatus,201
3175,site_54.73_12.79,9-17-1999,Tubifex costatus,10
3176,site_54.73_12.79,10-27-2000,Tubifex costatus,34
3177,site_54.73_12.79,10-27-2001,Tubifex costatus,48
3178,site_54.73_12.79,10-18-2002,Tubifex costatus,88
3179,site_54.73_12.79,10-15-2003,Tubifex costatus,10
3180,site_54.73_12.79,10-31-2004,Tubifex costatus,3
3181,site_54.73_12.79,10-31-1998,Tubificoides benedeni,20
3182,site_54.73_12.79,10-27-2000,Tubificoides benedeni,10
3183,site_54.73_12.79,10-27-2001,Tubificoides benedeni,17
3184,site_54.73_12.79,10-18-2002,Tubificoides benedeni,27
3185,site_54.73_12.79,10-15-2003,Tubificoides benedeni,14
3186,site_54.73_12.79,10-31-2004,Tubificoides benedeni,10
3187,site_54.93_13.5,9-13-1999,Ampharete acutifrons,22
3188,site_54.93_13.5,6-21-2001,Ampharete acutifrons,37
3189,site_54.93_13.5,5-17-1983,Ampharete baltica,3
3190,site_54.93_13.5,9-13-1999,Ampharete baltica,79
3191,site_54.93_13.5,10-28-1988,Arctica islandica,6
3192,site_54.93_13.5,10-29-1989,Arctica islandica,17
3193,site_54.93_13.5,10-26-1991,Arctica islandica,3
3194,site_54.93_13.5,10-31-1992,Arctica islandica,3
3195,site_54.93_13.5,10-30-1993,Arctica islandica,15
3196,site_54.93_13.5,10-29-1994,Arctica islandica,13
3197,site_54.93_13.5,10-30-1995,Arctica islandica,9
3198,site_54.93_13.5,9-13-1999,Arctica islandica,28
3199,site_54.93_13.5,6-21-2001,Arctica islandica,27
3200,site_54.93_13.5,5-17-1983,Aricidea suecica,18
3201,site_54.93_13.5,5-17-1983,Bylgides sarsi,35
3202,site_54.93_13.5,10-29-1989,Bylgides sarsi,13
3203,site_54.93_13.5,10-28-1990,Bylgides sarsi,6
3204,site_54.93_13.5,10-26-1991,Bylgides sarsi,15
3205,site_54.93_13.5,10-30-1993,Bylgides sarsi,20
3206,site_54.93_13.5,10-29-1994,Bylgides sarsi,12
3207,site_54.93_13.5,9-13-1999,Bylgides sarsi,41
3208,site_54.93_13.5,6-21-2001,Bylgides sarsi,24
3209,site_54.93_13.5,5-17-1983,Capitella capitata,97
3210,site_54.93_13.5,10-29-1989,Capitella capitata,24
3211,site_54.93_13.5,10-28-1990,Capitella capitata,6
3212,site_54.93_13.5,10-26-1991,Capitella capitata,26
3213,site_54.93_13.5,10-30-1993,Capitella capitata,12
3214,site_54.93_13.5,10-29-1994,Capitella capitata,70
3215,site_54.93_13.5,10-30-1995,Capitella capitata,9
3216,site_54.93_13.5,5-17-1983,Diastylis rathkei,6
3217,site_54.93_13.5,10-28-1990,Diastylis rathkei,53
3218,site_54.93_13.5,10-26-1991,Diastylis rathkei,158
3219,site_54.93_13.5,10-30-1993,Diastylis rathkei,70
3220,site_54.93_13.5,10-29-1994,Diastylis rathkei,6
3221,site_54.93_13.5,10-30-1995,Diastylis rathkei,25
3222,site_54.93_13.5,9-13-1999,Diastylis rathkei,1833
3223,site_54.93_13.5,6-21-2001,Diastylis rathkei,27
3224,site_54.93_13.5,5-17-1983,Halicryptus spinulosus,15
3225,site_54.93_13.5,10-28-1988,Halicryptus spinulosus,6
3226,site_54.93_13.5,10-29-1989,Halicryptus spinulosus,10
3227,site_54.93_13.5,10-29-1994,Halicryptus spinulosus,9
3228,site_54.93_13.5,9-13-1999,Halicryptus spinulosus,3
3229,site_54.93_13.5,6-21-2001,Halicryptus spinulosus,3
3230,site_54.93_13.5,5-17-1983,Heteromastus filiformis,12
3231,site_54.93_13.5,10-29-1989,Heteromastus filiformis,3
3232,site_54.93_13.5,10-28-1990,Heteromastus filiformis,3
3233,site_54.93_13.5,10-26-1991,Heteromastus filiformis,3
3234,site_54.93_13.5,10-30-1995,Heteromastus filiformis,6
3235,site_54.93_13.5,9-13-1999,Heteromastus filiformis,5
3236,site_54.93_13.5,5-17-1983,Hydrobia ulvae,3
3237,site_54.93_13.5,10-30-1993,Hydrobia ulvae,35
3238,site_54.93_13.5,5-17-1983,Macoma balthica,9
3239,site_54.93_13.5,10-29-1989,Macoma balthica,3
3240,site_54.93_13.5,10-29-1994,Macoma balthica,12
3241,site_54.93_13.5,10-30-1995,Macoma balthica,38
3242,site_54.93_13.5,9-13-1999,Macoma balthica,116
3243,site_54.93_13.5,6-21-2001,Macoma balthica,7
3244,site_54.93_13.5,10-29-1989,Mya arenaria,7
3245,site_54.93_13.5,10-29-1994,Mya arenaria,3
3246,site_54.93_13.5,9-13-1999,Mytilus edulis,3
3247,site_54.93_13.5,9-13-1999,Nephtys hombergii,3
3248,site_54.93_13.5,9-13-1999,Pholoe assimilis,3
3249,site_54.93_13.5,9-13-1999,Pholoe inornata,6
3250,site_54.93_13.5,5-17-1983,Phyllodoce (Anaitides) maculata,3
3251,site_54.93_13.5,5-17-1983,Polydora (Polydora) quadrilobata,9
3252,site_54.93_13.5,10-30-1995,Polydora (Polydora) quadrilobata,13
3253,site_54.93_13.5,9-13-1999,Polydora (Polydora) quadrilobata,176
3254,site_54.93_13.5,6-21-2001,Polydora (Polydora) quadrilobata,3
3255,site_54.93_13.5,10-29-1994,Polydora ciliata,67
3256,site_54.93_13.5,10-30-1995,Polydora ciliata,9
3257,site_54.93_13.5,10-30-1993,Polydora cornuta,35
3258,site_54.93_13.5,5-17-1983,Pontoporeia femorata,6
3259,site_54.93_13.5,10-30-1995,Pontoporeia femorata,3
3260,site_54.93_13.5,9-13-1999,Pontoporeia femorata,179
3261,site_54.93_13.5,10-26-1991,Priapulus caudatus,9
3262,site_54.93_13.5,10-30-1995,Priapulus caudatus,6
3263,site_54.93_13.5,10-29-1994,Pygospio elegans,3
3264,site_54.93_13.5,9-13-1999,Pygospio elegans,3
3265,site_54.93_13.5,5-17-1983,Scoloplos armiger,76
3266,site_54.93_13.5,10-29-1989,Scoloplos armiger,104
3267,site_54.93_13.5,10-28-1990,Scoloplos armiger,150
3268,site_54.93_13.5,10-26-1991,Scoloplos armiger,202
3269,site_54.93_13.5,10-30-1993,Scoloplos armiger,102
3270,site_54.93_13.5,10-29-1994,Scoloplos armiger,313
3271,site_54.93_13.5,10-30-1995,Scoloplos armiger,270
3272,site_54.93_13.5,9-13-1999,Scoloplos armiger,154
3273,site_54.93_13.5,6-21-2001,Scoloplos armiger,167
3274,site_54.93_13.5,10-30-1993,Trochochaeta multisetosa,3
3275,site_54.93_13.5,10-29-1994,Trochochaeta multisetosa,3
3276,site_54.93_13.5,9-13-1999,Trochochaeta multisetosa,3
3277,site_55.0_14.08,10-31-2004,Abra alba,16
3278,site_55.0_14.08,10-29-2001,Alcyonidium polyoum,1
3279,site_55.0_14.08,8-5-1980,Ampharete acutifrons,3
3280,site_55.0_14.08,11-1-1998,Ampharete acutifrons,126
3281,site_55.0_14.08,10-29-2000,Ampharete acutifrons,6
3282,site_55.0_14.08,10-29-2001,Ampharete acutifrons,7
3283,site_55.0_14.08,10-19-2002,Ampharete acutifrons,13
3284,site_55.0_14.08,10-17-2003,Ampharete acutifrons,1
3285,site_55.0_14.08,5-12-1982,Ampharete baltica,3
3286,site_55.0_14.08,5-9-1980,Arctica islandica,9
3287,site_55.0_14.08,8-5-1980,Arctica islandica,12
3288,site_55.0_14.08,5-9-1981,Arctica islandica,3
3289,site_55.0_14.08,5-7-1984,Arctica islandica,14
3290,site_55.0_14.08,10-26-1986,Arctica islandica,15
3291,site_55.0_14.08,10-30-1987,Arctica islandica,3
3292,site_55.0_14.08,10-26-1991,Arctica islandica,3
3293,site_55.0_14.08,10-30-1995,Arctica islandica,3
3294,site_55.0_14.08,11-1-1998,Arctica islandica,6
3295,site_55.0_14.08,10-29-2000,Arctica islandica,3
3296,site_55.0_14.08,10-29-2001,Arctica islandica,7
3297,site_55.0_14.08,10-19-2002,Arctica islandica,1
3298,site_55.0_14.08,10-17-2003,Arctica islandica,1
3299,site_55.0_14.08,10-31-2004,Arctica islandica,16
3300,site_55.0_14.08,8-5-1980,Aricidea suecica,62
3301,site_55.0_14.08,5-12-1982,Aricidea suecica,15
3302,site_55.0_14.08,10-17-2003,Astarte borealis,1
3303,site_55.0_14.08,10-31-2004,Astarte borealis,1
3304,site_55.0_14.08,5-12-1982,Astarte elliptica,3
3305,site_55.0_14.08,5-16-1983,Astarte elliptica,3
3306,site_55.0_14.08,5-7-1984,Astarte elliptica,27
3307,site_55.0_14.08,10-26-1986,Astarte elliptica,32
3308,site_55.0_14.08,11-1-1998,Astarte elliptica,1
3309,site_55.0_14.08,10-29-2001,Astarte elliptica,1
3310,site_55.0_14.08,5-9-1980,Bylgides sarsi,79
3311,site_55.0_14.08,8-5-1980,Bylgides sarsi,82
3312,site_55.0_14.08,5-12-1982,Bylgides sarsi,18
3313,site_55.0_14.08,10-30-1987,Bylgides sarsi,18
3314,site_55.0_14.08,10-31-1989,Bylgides sarsi,9
3315,site_55.0_14.08,10-26-1991,Bylgides sarsi,9
3316,site_55.0_14.08,10-30-1993,Bylgides sarsi,25
3317,site_55.0_14.08,10-30-1994,Bylgides sarsi,13
3318,site_55.0_14.08,10-28-1997,Bylgides sarsi,13
3319,site_55.0_14.08,11-1-1998,Bylgides sarsi,28
3320,site_55.0_14.08,10-29-2000,Bylgides sarsi,16
3321,site_55.0_14.08,10-29-2001,Bylgides sarsi,9
3322,site_55.0_14.08,10-19-2002,Bylgides sarsi,19
3323,site_55.0_14.08,10-17-2003,Bylgides sarsi,44
3324,site_55.0_14.08,10-31-2004,Bylgides sarsi,3
3325,site_55.0_14.08,8-5-1980,Capitella capitata,3
3326,site_55.0_14.08,5-12-1982,Capitella capitata,21
3327,site_55.0_14.08,5-16-1983,Capitella capitata,26
3328,site_55.0_14.08,10-26-1986,Capitella capitata,6
3329,site_55.0_14.08,10-31-1990,Capitella capitata,15
3330,site_55.0_14.08,10-30-1995,Capitella capitata,6
3331,site_55.0_14.08,10-17-2003,Capitella capitata,3
3332,site_55.0_14.08,11-1-1998,Corbula gibba,3
3333,site_55.0_14.08,10-31-1990,Crangon crangon,3
3334,site_55.0_14.08,10-31-2004,Crangon crangon,1
3335,site_55.0_14.08,5-9-1980,Diastylis rathkei,360
3336,site_55.0_14.08,8-5-1980,Diastylis rathkei,308
3337,site_55.0_14.08,10-26-1986,Diastylis rathkei,9
3338,site_55.0_14.08,10-30-1987,Diastylis rathkei,6
3339,site_55.0_14.08,10-31-1990,Diastylis rathkei,38
3340,site_55.0_14.08,10-26-1991,Diastylis rathkei,75
3341,site_55.0_14.08,10-30-1994,Diastylis rathkei,3
3342,site_55.0_14.08,10-30-1995,Diastylis rathkei,13
3343,site_55.0_14.08,10-28-1997,Diastylis rathkei,155
3344,site_55.0_14.08,11-1-1998,Diastylis rathkei,85
3345,site_55.0_14.08,10-29-2000,Diastylis rathkei,13
3346,site_55.0_14.08,10-29-2001,Diastylis rathkei,137
3347,site_55.0_14.08,10-19-2002,Diastylis rathkei,16
3348,site_55.0_14.08,10-17-2003,Diastylis rathkei,135
3349,site_55.0_14.08,10-31-2004,Diastylis rathkei,192
3350,site_55.0_14.08,10-19-2002,Electra crustulenta,1
3351,site_55.0_14.08,10-17-2003,Electra crustulenta,1
3352,site_55.0_14.08,10-17-2003,Eteone longa,3
3353,site_55.0_14.08,10-29-2001,Eucratea loricata,1
3354,site_55.0_14.08,10-17-2003,Eucratea loricata,1
3355,site_55.0_14.08,10-17-2003,Eulalia bilineata,3
3356,site_55.0_14.08,5-16-1983,Halcampa duodecimcirrata,3
3357,site_55.0_14.08,5-12-1982,Halicryptus spinulosus,6
3358,site_55.0_14.08,5-7-1984,Halicryptus spinulosus,5
3359,site_55.0_14.08,10-26-1986,Halicryptus spinulosus,3
3360,site_55.0_14.08,10-26-1991,Halicryptus spinulosus,13
3361,site_55.0_14.08,10-30-1994,Halicryptus spinulosus,6
3362,site_55.0_14.08,10-28-1997,Halicryptus spinulosus,4
3363,site_55.0_14.08,11-1-1998,Halicryptus spinulosus,13
3364,site_55.0_14.08,10-29-2000,Halicryptus spinulosus,6
3365,site_55.0_14.08,10-29-2001,Halicryptus spinulosus,2
3366,site_55.0_14.08,10-19-2002,Halicryptus spinulosus,3
3367,site_55.0_14.08,10-17-2003,Halicryptus spinulosus,1
3368,site_55.0_14.08,10-31-2004,Halicryptus spinulosus,3
3369,site_55.0_14.08,5-9-1980,Heteromastus filiformis,18
3370,site_55.0_14.08,8-5-1980,Heteromastus filiformis,38
3371,site_55.0_14.08,5-16-1983,Heteromastus filiformis,3
3372,site_55.0_14.08,5-7-1984,Heteromastus filiformis,5
3373,site_55.0_14.08,10-26-1986,Heteromastus filiformis,9
3374,site_55.0_14.08,10-30-1987,Heteromastus filiformis,3
3375,site_55.0_14.08,10-30-1994,Heteromastus filiformis,16
3376,site_55.0_14.08,10-28-1997,Heteromastus filiformis,4
3377,site_55.0_14.08,11-1-1998,Heteromastus filiformis,3
3378,site_55.0_14.08,10-29-2000,Heteromastus filiformis,9
3379,site_55.0_14.08,10-29-2001,Heteromastus filiformis,5
3380,site_55.0_14.08,10-19-2002,Heteromastus filiformis,16
3381,site_55.0_14.08,10-17-2003,Heteromastus filiformis,3
3382,site_55.0_14.08,10-30-1993,Hydrobia ulvae,19
3383,site_55.0_14.08,11-1-1998,Hydrobia ulvae,3
3384,site_55.0_14.08,10-19-2002,Lagis koreni,1
3385,site_55.0_14.08,5-9-1980,Levinsenia gracilis,9
3386,site_55.0_14.08,8-5-1980,Levinsenia gracilis,53
3387,site_55.0_14.08,5-9-1980,Macoma balthica,62
3388,site_55.0_14.08,8-5-1980,Macoma balthica,100
3389,site_55.0_14.08,5-9-1981,Macoma balthica,76
3390,site_55.0_14.08,5-12-1982,Macoma balthica,20
3391,site_55.0_14.08,5-16-1983,Macoma balthica,6
3392,site_55.0_14.08,10-30-1987,Macoma balthica,15
3393,site_55.0_14.08,10-31-1989,Macoma balthica,3
3394,site_55.0_14.08,10-31-1990,Macoma balthica,6
3395,site_55.0_14.08,10-26-1991,Macoma balthica,31
3396,site_55.0_14.08,10-30-1993,Macoma balthica,6
3397,site_55.0_14.08,10-30-1995,Macoma balthica,3
3398,site_55.0_14.08,10-28-1997,Macoma balthica,11
3399,site_55.0_14.08,11-1-1998,Macoma balthica,19
3400,site_55.0_14.08,10-29-2000,Macoma balthica,3
3401,site_55.0_14.08,10-29-2001,Macoma balthica,28
3402,site_55.0_14.08,10-19-2002,Macoma balthica,28
3403,site_55.0_14.08,10-17-2003,Macoma balthica,57
3404,site_55.0_14.08,10-31-2004,Macoma balthica,38
3405,site_55.0_14.08,10-17-2003,Musculus discors,1
3406,site_55.0_14.08,10-31-1990,Mysella bidentata,3
3407,site_55.0_14.08,5-12-1982,Mysis mixta,3
3408,site_55.0_14.08,10-30-1995,Mysis mixta,9
3409,site_55.0_14.08,11-1-1998,Mysis mixta,1
3410,site_55.0_14.08,5-12-1982,Mytilus edulis,6
3411,site_55.0_14.08,10-28-1997,Mytilus edulis,2
3412,site_55.0_14.08,11-1-1998,Mytilus edulis,1
3413,site_55.0_14.08,10-29-2001,Mytilus edulis,1
3414,site_55.0_14.08,10-19-2002,Mytilus edulis,6
3415,site_55.0_14.08,10-17-2003,Mytilus edulis,1
3416,site_55.0_14.08,10-31-2004,Mytilus edulis,1
3417,site_55.0_14.08,10-30-1987,Neomysis integer,3
3418,site_55.0_14.08,10-31-1990,Neomysis integer,3
3419,site_55.0_14.08,10-19-2002,Neomysis integer,6
3420,site_55.0_14.08,10-31-2004,Neomysis integer,1
3421,site_55.0_14.08,8-5-1980,Nephtys,6
3422,site_55.0_14.08,5-9-1981,Nephtys,6
3423,site_55.0_14.08,11-1-1998,Nephtys ciliata,1
3424,site_55.0_14.08,10-31-2004,Nephtys ciliata,25
3425,site_55.0_14.08,11-1-1998,Nephtys hombergii,1
3426,site_55.0_14.08,10-29-2001,Nephtys hombergii,2
3427,site_55.0_14.08,10-19-2002,Nephtys hombergii,6
3428,site_55.0_14.08,10-17-2003,Nephtys hombergii,3
3429,site_55.0_14.08,10-31-2004,Nephtys hombergii,16
3430,site_55.0_14.08,10-30-1995,Oligochaeta,3
3431,site_55.0_14.08,10-28-1997,Phyllodoce (Anaitides) mucosa,2
3432,site_55.0_14.08,10-17-2003,Phyllodoce (Anaitides) mucosa,6
3433,site_55.0_14.08,10-30-1993,Polydora,13
3434,site_55.0_14.08,10-28-1997,Polydora (Polydora) quadrilobata,4
3435,site_55.0_14.08,11-1-1998,Polydora (Polydora) quadrilobata,31
3436,site_55.0_14.08,10-29-2000,Polydora (Polydora) quadrilobata,9
3437,site_55.0_14.08,10-29-2001,Polydora (Polydora) quadrilobata,5
3438,site_55.0_14.08,10-19-2002,Polydora (Polydora) quadrilobata,82
3439,site_55.0_14.08,10-17-2003,Polydora (Polydora) quadrilobata,60
3440,site_55.0_14.08,5-9-1981,Polydora ciliata,9
3441,site_55.0_14.08,10-31-1990,Polydora ciliata,3
3442,site_55.0_14.08,10-30-1994,Polydora ciliata,6
3443,site_55.0_14.08,5-9-1980,Pontoporeia femorata,26
3444,site_55.0_14.08,8-5-1980,Pontoporeia femorata,12
3445,site_55.0_14.08,5-12-1982,Pontoporeia femorata,12
3446,site_55.0_14.08,10-30-1987,Pontoporeia femorata,3
3447,site_55.0_14.08,10-28-1997,Pontoporeia femorata,42
3448,site_55.0_14.08,11-1-1998,Pontoporeia femorata,82
3449,site_55.0_14.08,10-29-2001,Pontoporeia femorata,5
3450,site_55.0_14.08,10-19-2002,Pontoporeia femorata,9
3451,site_55.0_14.08,10-17-2003,Pontoporeia femorata,35
3452,site_55.0_14.08,10-31-2004,Pontoporeia femorata,16
3453,site_55.0_14.08,10-26-1991,Priapulus caudatus,3
3454,site_55.0_14.08,10-28-1997,Priapulus caudatus,17
3455,site_55.0_14.08,10-19-2002,Priapulus caudatus,9
3456,site_55.0_14.08,10-17-2003,Priapulus caudatus,6
3457,site_55.0_14.08,10-31-2004,Priapulus caudatus,1
3458,site_55.0_14.08,5-9-1980,Scoloplos armiger,141
3459,site_55.0_14.08,8-5-1980,Scoloplos armiger,56
3460,site_55.0_14.08,5-9-1981,Scoloplos armiger,100
3461,site_55.0_14.08,5-12-1982,Scoloplos armiger,12
3462,site_55.0_14.08,5-16-1983,Scoloplos armiger,12
3463,site_55.0_14.08,10-31-1989,Scoloplos armiger,6
3464,site_55.0_14.08,10-31-1990,Scoloplos armiger,103
3465,site_55.0_14.08,10-26-1991,Scoloplos armiger,940
3466,site_55.0_14.08,10-30-1993,Scoloplos armiger,516
3467,site_55.0_14.08,10-28-1997,Scoloplos armiger,109
3468,site_55.0_14.08,11-1-1998,Scoloplos armiger,157
3469,site_55.0_14.08,10-29-2000,Scoloplos armiger,3
3470,site_55.0_14.08,10-29-2001,Scoloplos armiger,50
3471,site_55.0_14.08,10-19-2002,Scoloplos armiger,381
3472,site_55.0_14.08,10-17-2003,Scoloplos armiger,204
3473,site_55.0_14.08,5-9-1980,Terebellides stroemii,97
3474,site_55.0_14.08,8-5-1980,Terebellides stroemii,26
3475,site_55.0_14.08,5-9-1981,Terebellides stroemii,47
3476,site_55.0_14.08,5-12-1982,Terebellides stroemii,6
3477,site_55.0_14.08,10-29-2001,Terebellides stroemii,1
3478,site_55.0_14.08,10-17-2003,Terebellides stroemii,3
3479,site_55.0_14.08,10-31-2004,Terebellides stroemii,3
3480,site_55.0_14.08,10-26-1986,Trochochaeta multisetosa,3
3481,site_55.0_14.08,10-30-1987,Trochochaeta multisetosa,3
3482,site_55.0_14.08,10-30-1993,Trochochaeta multisetosa,9
3483,site_55.0_14.08,10-28-1997,Trochochaeta multisetosa,11
3484,site_55.0_14.08,11-1-1998,Trochochaeta multisetosa,1
3485,site_55.0_14.08,10-29-2001,Trochochaeta multisetosa,5
3486,site_55.0_14.08,10-17-2003,Trochochaeta multisetosa,25
3487,site_55.0_14.08,10-31-2004,Trochochaeta multisetosa,3
3488,site_55.0_14.08,10-28-1997,Turbellaria,2
3489,site_55.25_14.51,10-31-2004,Alcyonidium polyoum,1
3490,site_55.25_14.51,10-31-2004,Ampharete baltica,1
3491,site_55.25_14.51,10-31-2004,Astarte borealis,1
3492,site_55.25_14.51,10-31-2004,Astarte elliptica,1
3493,site_55.25_14.51,10-31-2004,Astarte montagui,1
3494,site_55.25_14.51,10-31-2004,Balanus crenatus,1
3495,site_55.25_14.51,10-31-2004,Bylgides sarsi,1
3496,site_55.25_14.51,10-31-2004,Chaetozone setosa,1
3497,site_55.25_14.51,10-31-2004,Clava multicornis,1
3498,site_55.25_14.51,10-31-2004,Corophium crassicorne,1
3499,site_55.25_14.51,10-31-2004,Crangon crangon,1
3500,site_55.25_14.51,10-31-2004,Diastylis rathkei,1
3501,site_55.25_14.51,10-31-2004,Dyopedos monacantha,1
3502,site_55.25_14.51,10-31-2004,Electra crustulenta,1
3503,site_55.25_14.51,10-31-2004,Fabriciola baltica,1
3504,site_55.25_14.51,10-31-2004,Halacaridae,1
3505,site_55.25_14.51,10-31-2004,Halitholus yoldiaarcticae,1
3506,site_55.25_14.51,10-31-2004,Lamellidoris muricata,1
3507,site_55.25_14.51,10-31-2004,Lineus ruber,1
3508,site_55.25_14.51,10-31-2004,Macoma balthica,1
3509,site_55.25_14.51,10-31-2004,Metridium senile,1
3510,site_55.25_14.51,10-31-2004,Mytilus edulis,1
3511,site_55.25_14.51,10-31-2004,Nemertina,1
3512,site_55.25_14.51,10-31-2004,Neoamphitrite figulus,1
3513,site_55.25_14.51,10-31-2004,Neomysis integer,1
3514,site_55.25_14.51,10-31-2004,Nereimyra punctata,1
3515,site_55.25_14.51,10-31-2004,Nicolea zostericola,1
3516,site_55.25_14.51,10-31-2004,Nymphon brevirostre,1
3517,site_55.25_14.51,10-31-2004,Onoba semicostata,1
3518,site_55.25_14.51,10-31-2004,Pholoe assimilis,1
3519,site_55.25_14.51,10-31-2004,Phyllodoce (Anaitides) mucosa,1
3520,site_55.25_14.51,10-31-2004,Polycirrus medusa,1
3521,site_55.25_14.51,10-31-2004,Praunus flexuosus,1
3522,site_55.25_14.51,10-31-2004,Priapulus caudatus,1
3523,site_55.25_14.51,10-31-2004,Scoloplos armiger,1
3524,site_55.25_14.51,10-31-2004,Terebellides stroemii,1
3525,site_55.25_15.98,11-2-1998,Ampharete acutifrons,3
3526,site_55.25_15.98,8-22-1980,Bylgides sarsi,18
3527,site_55.25_15.98,5-18-1983,Bylgides sarsi,9
3528,site_55.25_15.98,11-3-1993,Bylgides sarsi,31
3529,site_55.25_15.98,11-3-1994,Bylgides sarsi,22
3530,site_55.25_15.98,10-16-2003,Bylgides sarsi,58
3531,site_55.25_15.98,5-18-1983,Capitella capitata,29
3532,site_55.25_15.98,10-16-2003,Capitella capitata,7
3533,site_55.25_15.98,11-3-1993,Corophium volutator,22
3534,site_55.25_15.98,11-2-1998,Diastylis rathkei,3
3535,site_55.25_15.98,10-16-2003,Eucratea loricata,1
3536,site_55.25_15.98,11-3-1993,Gammarus salinus,6
3537,site_55.25_15.98,11-3-1993,Hydrobia ulvae,107
3538,site_55.25_15.98,10-26-1997,Hydrobia ulvae,2
3539,site_55.25_15.98,10-26-1997,Macoma balthica,4
3540,site_55.25_15.98,11-3-1993,Marenzelleria neglecta,9
3541,site_55.25_15.98,11-3-1993,Mya arenaria,3
3542,site_55.25_15.98,11-3-1993,Mytilus edulis,6
3543,site_55.25_15.98,10-16-2003,Mytilus edulis,1
3544,site_55.25_15.98,11-1-2004,Nephtys hombergii,3
3545,site_55.25_15.98,11-3-1993,Oligochaeta,6
3546,site_55.25_15.98,11-3-1993,Pygospio elegans,3
3547,site_55.25_15.98,11-2-1998,Pygospio elegans,6
3548,site_55.25_15.98,5-11-1981,Scoloplos armiger,38
3549,site_55.25_15.98,11-3-1993,Scoloplos armiger,60
3550,site_55.25_15.98,11-3-1994,Scoloplos armiger,431
3551,site_55.25_15.98,11-3-1993,Streblospio dekhuyzeni,3
3552,site_55.25_15.98,10-16-2003,Terebellides stroemii,44
3553,site_55.25_15.98,5-11-1981,Trochochaeta multisetosa,6
3554,site_55.25_15.98,11-3-1994,Trochochaeta multisetosa,13
3555,site_55.25_15.98,10-16-2003,Trochochaeta multisetosa,41
3556,site_55.55_18.4,8-11-1980,Bylgides sarsi,35
